plentiful,plenteous,0
adsorbate,absorbable,0
supplementary,subsidiary,0
real,rattling,0
straight,section,0
adequate,fair_to_middling,0
easy,soft,0
disobliging,inconvenience,0
accurate,precise,0
remote,remote_control,0
amphiprotic,amphoteric,0
cut,thin_out,0
dark,time_period,0
hi-fi,high_fidelity_sound_system,0
potential,latency,0
springy,live,0
accommodating,house,0
inaccessible,accessible,0
adhesive,birdlime,0
acute,sharp,0
acceptable,satisfactory,0
pasty,glutinous,0
completing,get_through,0
unfaithful,treasonable,0
outside,indoors,0
edacious,ravening,0
battered,strike,0
live,endure,0
anticholinergic,medicine,0
substantive,substantial,0
rife,predominant,0
mounted,mountaineer,0
dynamic,stative,0
lush,succulent,0
edacious,esurient,0
obliging,compel,0
straight,poker_hand,0
cut,entrecote,0
hooked,seize,0
greedy,covetous,0
active,inactive,0
maltreated,unabused,0
basic,incidental,0
shortened,expand,0
abused,use,0
dead,bushed,0
additive,linear,0
going,run_low,0
unacceptable,unsufferable,0
live,recorded,0
raised,erect,0
complemental,complementary,0
spare,excess,0
repellent,power,0
clean,wash,-999999.75
dull,tone_down,0
recognized,prize,0
reconciling,submit,0
dying,crash,0
anticholinergic,oxyphencyclimine,0
exuberant,excessive,0
ideal,nonsuch,0
potential,voltage,0
adaxial,abaxial,0
slow,tedious,0
dark,iniquity,0
ravening,raven,0
ascetical,ascetic,0
rich,poor_people,0
lacking,deficient,0
coherent,ordered,0
embossed,impress,0
clean,disinfect,0
agile,quick,0
idle,moon,0
plain,flat,0
open,fold,0
flat,matt,0
raised,carry,0
busy,meddling,0
mistreated,maltreated,0
battered,change_shape,0
activist,militant,0
close,end,-999999.9782608695
plumed,plumose,0
mucilaginous,gluey,0
slow,accelerate,0
dying,suffer,0
given,buckle,0
nonadsorbent,adsorbent,0
ablative,ablative_case,0
roadless,untrod,0
rank,excel,0
ruffled,walk,0
objective,nonsubjective,0
tangible,palpable,0
capable,up_to,0
battered,buffet,0
abused,maltreated,0
last,homestretch,0
esurient,devouring,0
ravening,eat,0
quiet,sound,0
roadless,pathless,0
agglutinate,cling,0
completing,fill,0
direct,guide,0
going,death,0
tarry,mill_around,0
spangled,decorate,0
plundering,spoil,0
progressive,imperfect,0
decorated,decorate,0
potential,potential_drop,0
untracked,untrod,0
tight,pie-eyed,0
reconciling,make_up,0
idle,wild,0
progressive,reformist,0
living,keep,0
spangled,spangly,0
open,shut,0
rich,poor,-999999.6666666666
right,incorrectly,0
open,break_open,0
clinquant,tinselly,0
accommodating,suit,0
grasping,understanding,0
repellent,insectifuge,0
direct,position,0
absorbent,sorbent,0
beady,beadlike,0
plain,champaign,0
decorated,festoon,0
accommodating,harmonize,0
predacious,predatory,0
quiet,tranquil,0
adducent,adductive,0
adherent,disciple,0
close,open,-999999.8333333334
secret,hidden,0
ideal,jimdandy,0
potential,possibility,0
torpid,dormant,0
spare,score,0
roadless,untrodden,0
rank,gradation,0
live,buccaneer,0
short-staffed,short-handed,0
inflamed,heat,0
abused,ill-use,0
abducent,abducens_nerve,0
amphoteric,acidic,0
infinite,unnumberable,0
crested,tufted,0
relative,blood_relation,0
activist,black_panther,0
embossed,brocaded,0
completing,end,0
easy,difficult,0
progressive,liberal,0
jeweled,decorate,0
active,passive_voice,0
completing,complete,0
inaccessible,unaccessible,0
spare,refrain,0
live,experience,0
granted,give,0
nimble,spry,0
infinite,absolute_space,0
long,hanker,0
roadless,untracked,0
dark,scene,0
disobliging,disoblige,0
accommodative,unaccommodating,0
supplemental,supplementary,0
completing,fill_out,0
adequate,decent,0
relative,congenator,0
cholinergic,anticholinergic,0
busy,engaged,0
objectionable,obnoxious,0
right,rectify,0
accommodating,admit,0
recognized,accept,0
nonadaptive,dysfunctional,0
quiet,composure,0
plumy,plumed,0
ablative,oblique,0
unembellished,bare,0
clever,cunning,0
supine,resupine,0
abused,fracture,0
substantive,word,0
maltreated,abuse,0
last,endgame,0
effective,efficacious,0
accustomed,change,0
last,ending,0
paneled,wainscoted,0
ruffled,manipulate,0
bare,sheathed,0
ruffled,strut,0
tenacious,long,0
paneled,impanel,0
given,accept,0
last,hold_out,0
assimilatory,assimilative,0
wide,spacious,0
dark,total_darkness,0
essential,inessential,0
reconciling,harmonize,0
emerging,pop_out,0
raised,exalt,0
up_to,equal_to,0
sporty,flashy,0
given,contribute,0
long,desire,0
gummy,mucilaginous,0
abridged,decrease,0
flat,pneumatic_tire,0
supplementary,auxiliary,0
raised,cultivate,0
jeweled,gemmed,0
assumptive,presumptuous,0
plundering,ravaging,0
sordid,dirty,0
rank,glaring,0
dull,change,0
un-get-at-able,ungetatable,0
lacking,have,0
swinish,neandertal,0
deadly,lethal,0
embossed,boss,0
right,justice,0
alive,animated,0
maltreated,kick_around,0
feathered,cover,0
mounted,remount,0
mistreated,abused,0
right,abstraction,0
secret,clandestine,0
actual,genuine,0
dorsal,adaxial,0
bespectacled,monocled,0
obliging,hold,0
cut,hack,0
living,resource,0
abstract,nonfigurative,0
quiet,unquietly,0
abridged,abbreviate,0
abstract,teacher,0.0
rapacious,predatory,0
off,turned,0
resiny,tarry,0
activist,reformer,0
completing,finish,0
about,close_to,0
essential,must,0
springy,lively,0
viscous,sticky,0
unacknowledged,acknowledged,0
studded,add,0
indolent,work-shy,0
accepted,reject,0
glutinous,sticky,0
accustomed,customary,0
clean,uncontaminating,0
cut,cold_shoulder,0
idle,bum,0
off,polish_off,0
slow,delay,0
given,express,0
equal,compete,0
repellent,compound,0
lacking,lack,0
accustomed,wonted,0
quiet,pacify,0
competent,incompetent,0
hoggish,piggish,0
sequined,jewelled,0
soggy,miry,0
dependent,recipient,0
adorned,clothe,0
pathless,untrodden,0
abstract,brief,0
undermanned,understaffed,0
bare,tell,0
outside,inside,-999999.5
voluminous,twisty,0
dormant,abeyant,0
abstinent,abstentious,0
abducting,nobble,0
thick,thin,0
straight,full-strength,0
mounted,organize,0
incompetent,slouch,0
obliging,enforce,0
inaccessible,unprocurable,0
come-at-able,getatable,0
recognised,say_farewell,0
underactive,hypoactive,0
cunning,guile,0
brocaded,brocade,0
away,off,0
effective,in_effect,0
luxuriant,epicurean,0
assimilating,imbibe,0
viscid,gluey,0
glutinous,gummy,0
scarce,hardly,0
slow,decelerate,0
inlaid,decorate,0
cloisonne,enamelware,0
existent,real,0
active,alive,0
adjective,adjectival,0
living,subsist,0
capable,subject,0
rank,status,0.0
jewelled,spangled,0
acid,acidulent,0
given,starve,0
grasping,hold,0
addicted,addict,0
addressed,instrument,0
assimilatory,assimilating,0
grasping,digest,0
notional,conceptional,0
spangly,beady,0
porcine,piggy,0
quick,prompt,0
alcoholic,souse,0
aciduric,acidophilic,0
raised,bring_out,0
retired,bed_down,0
inactive,static,0
sordid,sleazy,0
unornamented,plain,0
recognized,address,0
absolute,inviolable,0
acidic,acidulous,0
absorbefacient,sorbefacient,0
essential,thing,0
decorated,be,0
assimilating,change,0
plumed,shape,0
plumed,deck,0
capable,equal_to,0
repellent,loathsome,0
direct,directly,0
tangible,real,0
extra,additional,0
bare,hype,0
surface-assimilative,nonadsorbent,0
adhesive,spirit_gum,0
idle,lie_about,0
wanting,absent,0
flat,maisonette,0
unembellished,spare,0
alkaline,amphoteric,0
going,come,0
clean,tidy,0
abstract,concept,0
hot,blistering,0
living,being,0
dying,pall,0
un-come-at-able,ungetatable,0
acknowledged,recognise,0
assimilating,acculturate,0
dark,illumination,0
abstract,nonobjective,0
spare,free,0
uncooperative,cooperative,0
abstract,purloin,0
raised,provoke,0
dark,weeknight,0
basic,commodity,0
dead,all_in,0
clever,cagy,0
clever,apt,0
bustling,move,0
mounted,wax,0
live,be,0
paneled,decorate,0
unappreciated,unsung,0
out_of_reach,unreachable,0
off,kill,0
flat,natural,0
equal_to,adequate_to,0
dependent,subject,0
adjective,procedural,0
absolute,out-and-out,0
gemmed,beady,0
adherent,follower,0
wanting,ambition,0
pasty,patch,0
hooked,filch,0
concrete,solidify,0
hooked,pinch,0
austere,stark,0
living,dissipate,0
comparative,relative,0
secret,information,0.0
objective,thing,0
recognised,license,0
voracious,ravening,0
plundering,take,0
close,slam,0
extra,excess,0
hooked,unhook,0
adhesive,material,0.0
unconfessed,people,0
direct,inverse,0
wanting,wish,0
nonadsorptive,adsorbent,0
sequined,beady,0
slow,decrease,0
wanting,want,0
ideal,class_act,0
plundering,looting,0
dying,croak,0
tarry,linger,0
frilly,ruffled,0
flat,indirectly,0
bare,uncover,0
right,hand,-999999.9565217391
plenteous,rich,0
ideal,criterion,0
paneled,panel,0
wide,all-inclusive,0
accustomed,addict,0
unornamented,unembellished,0
direct,instruct,0
objective,documentary,0
quiet,still,0
embossed,block,0
copious,plenteous,0
quiet,order,0
retired,discard,0
abducent,abducent_nerve,0
busy,in_use,0
reconciling,agree,0
inert,neutral,0
extinct,nonextant,0
habit-forming,nonaddictive,0
voluminous,winding,0
wide_of_the_mark,wide,0
about,around,0
quiet,calmness,0
dependent,charge,0
abducent,cranial_nerve,0
live,live_out,0
springy,bouncy,0
clean,deprive,0
lacking,missing,0
rife,prevalent,0
completing,round_out,0
abducting,kidnap,0
slow,fast,0
open,unresolved,0
flat,sharp,0
spare,give,0
tenacious,unretentive,0
completing,play,0
wanting,miss,0
lush,souse,0
quick,immediate,0
ravenous,esurient,0
obliging,oblige,0
unabridged,unabridged_dictionary,0
accepted,be,0
obliging,induce,0
easy,prosperous,0
progressive,whig,0
teeming,crowd,0
extra,superfluous,0
acute,discriminating,0
equal,person,0
last,net,0
plumed,clean,0
open,gap,0
abaxial,dorsal,0
buttony,beadlike,0
plentiful,bountiful,0
acute,ague,0
close,confining,0
close,finale,0
unequal,adequate,0
true,confessedly,0
real,brazilian_monetary_unit,0
outback,remote,0
alkaline,acidic,0
unimpeachable,irreproachable,0
relative,enate,0
studded,dot,0
repellent,rebarbative,0
decorated,spangle,0
torpid,hibernating,0
abducting,adducent,0
accurate,exact,0
voracious,rapacious,0
mistreated,ill-use,0
spongelike,squashy,0
adhesive,rubber_cement,0
able,able-bodied,0
clean,unclean,0
granted,deny,0
dependant,minion,0
mounted,wane,0
active,active_agent,0
rank,be,0
emerging,issue,0
resistant,insubordinate,0
addressed,align,0
wont_to,used_to,0
mounted,initiate,0
infinite,outer_space,0
addressed,accost,0
incorrect,faulty,0
tessellated,fit,0
activated,trip,0
dull,leaden,0
wanting,be,0
quiet,sound_property,0
non-resinous,nonresinous,0
scarce,scarcely,0
plain,bare,0
activated,trigger_off,0
short-staffed,undermanned,0
right,compensate,0
adhesive,paste,0
tangible,touchable,0
rank,line,0
progressive,regressive,0
bondable,bindable,0
up_to,adequate_to,0
abounding,have,0
adducting,abducent,0
avaricious,greedy,0
dark,grim,0
completing,top,0
living,experience,0
acid,monobasic_acid,0
addressed,ask,0
ill-treated,mistreat,0
last,stand_up,0
feathered,feather,0
unsung,obscure,0
essential,indispensable,0
wanting,search,0
shortened,abridge,0
abstract,consider,0
dependant,recipient,0
lacking,want,0
raised,infatuate,0
mounted,bestride,0
adaptive,adaptative,0
covetous,envious,0
relative,organism,0
resistant,repellent,0
inflamed,ablaze,0
basiscopic,acroscopic,0
inadequate,unequal,0
inadequate,short,0
retired,close_up,0
shortened,shorten,0
feathered,unfeathered,0
brocaded,weave,0
able,unable,0
lacking,miss,0
spartan,severe,0
real,complex_number,0
direct,unmediated,0
acid,compound,0.0
straight,stretch,0
amphiprotic,acidic,0
uncut,unmown,0
true,dependable,0
essential,of_the_essence,0
acid,acidulous,0
given,think,0
progressive,future_progressive,0
inactive,motionless,0
grasping,figure,0
right,cabotage,0
crested,topknotted,0
emerging,shell,0
outside,exterior,0
exuberant,riotous,0
accommodating,unaccommodating,0
acknowledged,avow,0
gummed,change,0
decorated,encrust,0
accommodating,oblige,0
cut,canal,0
piggy,young_mammal,0
wide,narrow,-999999.8333333334
adequate,equal,0
ascetic,spartan,0
thick,heavyset,0
acid,glyceric_acid,0
activated,change,0
abused,treat,0
wide,broad,0
hooked,hooklike,0
maltreated,ill-use,0
decorated,embellish,0
possessive,genitive_case,0
substantive,noun,0
true,align,0
acknowledged,react,0
teeming,spill_over,0
off,dispatch,0
lush,drunkard,0
edacious,rapacious,0
resinous,tarry,0
maltreated,treat,0
swinish,piggish,0
adherent,shintoist,0
sporty,clean,0
jewelled,decorate,0
non-resiny,nonresiny,0
resiny,resinous,0
potential,possible,0.0
adjective,major_form_class,0
brocaded,raised,0
torpid,inert,0
busy,dabble,0
cut,expand,0
progressive,adult,0
incapable,incompetent,0
wolfish,ravening,0
potential,resting_potential,0
direct,administer,0
recognised,pick_out,0
accepted,consent,0
shortened,change,0
dead,utterly,0
real,coin,0.0
abstract,sum_up,0
clean,floss,0
grabby,covetous,0
close,closing,0
retired,prorogue,0
outback,bush,0
retired,bow_out,0
busy,work,0
accepted,recognized,0
given,ease_up,0
tinseled,weave,0
retired,travel,0
wrong,awry,0
unappreciated,ungratifying,0
adorned,landscape,0
retired,advance,0
living,survival,0
lacking,exclude,0
abounding,burst,0
dark,dour,0
spangled,spangle,0
feathery,plumy,0
wide,widely,0
teeming,pour,0
bare,scanty,0
secret,esoterica,0
faithful,following,0
potted,unpotted,0
voracious,ravenous,0
rare,rarified,0
relative,congener,0
idle,laze,0
retired,bed,0
spangled,sequined,0
open,undo,0
acute,chronic,0
strung-out,hooked,0
abducting,abducent,0
plundering,plunder,0
concrete,cement,0
indolent,otiose,0
objective,goal,0
absolute,rank,0
plumed,undercharge,0
direct,make,0
substantive,meaty,0
away,aside,0
right,change,0
sluggish,slow,0
direct,route,0
shortened,syncopate,0
accepted,welcome,0
hoggish,piggy,0
strung-out,dependant,0
pasty,meat_pie,0
swinish,piggy,0
brisk,accelerate,0
ascetical,spartan,0
gummy,gummed,0
straight,coiled,0
tight,miserly,0
shortened,cut,0
absorbent,absorbent_cotton,0
recognized,welcome,0
away,home,0
roadless,trackless,0
abducent,abducens,0
lush,plush,0
decorated,unadorned,0
going,end,0
unappreciated,thankless,0
abstract,epitome,0
inactive,operational,0
given,disposed,0
resistant,resistive,0
living,subsistence,0
scarce,abundant,0
substantive,adjective,0
passive,passive_voice,0
rich,lean,0
plain,land,0
given,render,0
capable,incapable,0
pasty,gummy,0
basic,programming_language,0
mistreated,treat,0
adorned,change,0
existent,unreal,0
given,consecrate,0
straight,curved,0
sordid,squalid,0
cunning,craftiness,0
off,execute,0
viscid,sticky,0
plumed,cheat,0
off,burke,0
paneled,empanel,0
ideal,value,0
dark,light,0
abused,curse,0
dying,play,0
soggy,muddy,0
riotous,luxuriant,0
comparative,adverb,0
dull,weaken,0
active,person,0
slow,tiresome,0
ravening,forage,0
wrong,legal_injury,0
dull,soften,0
hooked,undercharge,0
assimilating,dissimilate,0
obliging,accommodate,0
last,first,-999999.8888888889
dependent,minion,0
acute,penetrative,0
clever,ingenious,0
plumed,pluck,0
inert,soggy,0
alive,awake,0
acknowledged,declare,0
grasping,control,0
flat,flavourless,0
hooked,loop,0
porcine,gross,0
sluggish,torpid,0
wanting,like,0
recognized,recognize,0
acid,pantothenic_acid,0
abounding,abound,0
dying,be_born,0
equal,touch,0
accustomed,accustom,0
shortened,expurgate,0
unadorned,adorned,0
viscous,gummy,0
unaddressed,addressed,0
abducting,snatch,0
abridged,restrict,0
acute,accent,0
ample,plenteous,0
cut,free,0
gummed,mumble,0
summative,summational,0
carbuncled,carbuncular,0
recognized,license,0
abounding,bristle,0
unfaithful,faithless,0
abused,slang,0
plain,unmixed,0
assumptive,assuming,0
raised,resurrect,0
porcine,hoggish,0
addressed,address,0
wrong,treat,0
cut,unmown,0
straight,straight_person,0
grasping,catch_on,0
grasping,dig,0
addressed,target,0
maltreated,step,0
straight,curly,0
straight,indirectly,0
brisk,tonic,0
plumed,feel,0
given,throw,0
ideal,ego_ideal,0
voluminous,tortuous,0
activated,inactivate,0
wrong,faulty,0
sporty,sporting,0
right,right_of_way,0
acknowledged,acknowledge,0
potted,pot,0
right,tract,0
remote,removed,0
dying,give_out,0
dormant,hibernating,0
secret,cabala,0
eruptive,aqueous,0
progressive,conservative,0
quick,quickly,0
progressive,continuous_tense,0
tinseled,decorate,0
adherent,apostle,0
cut,switch,0
pathless,untracked,0
abused,kick_around,0
mounted,increase,0
reconciling,key,0
wanting,desire,0
direct,verbatim,0
dark,condition,0
repellent,distasteful,0
objective,object,0
possessive,possessive_case,0
clean,unfairly,0
hi-fi,headroom,0
ascetic,stylite,0
rank,range,0
plundering,steal,0
adorned,adorn,0
right,wrongfulness,0
potential,prospect,0
uncut,full-length,0
adorned,equip,0
ideal,paragon,0
concrete,paving,0
teeming,teem,0
spare,scanty,0
tufted,cespitose,0
living,dead,0
hi-fi,sound_reproduction,0
recognised,salute,0
adequate,tolerable,0
comparative,comparative_degree,0
abounding,be,0
acknowledged,receipt,0
real,literal,0
disobliging,affect,0
thirsty,hungry,0
off,on,0
plethoric,rife,0
handy,ready_to_hand,0
reconciling,accept,0
spangled,gemmed,0
additive,addition,0
bare,clear,0
ravenous,ravening,0
idle,slug,0
retired,back_up,0
essential,requirement,-999999.0
avaricious,grasping,0
embossed,raised,0
cunning,sly,0
adaxial,ventral,0
riotous,dissipated,0
implicit,inexplicit,0
adducting,pull,0
live,hold_out,0
direct,collateral,0
nonadhesive,adhesive,0
shortened,decrease,0
close,shut,0
abstemious,gluttonous,0
going,exit,0
dying,buy_it,0
concrete,cover,0
exuberant,ebullient,0
emerging,go_forth,0
plundering,pillage,0
emerging,emerge,0
close,anticlimax,0
tight,loose,0
alcoholic,soaker,0
retired,withdraw,0
flat,contrasty,0
piggy,shote,0
equal,differ,0
profuse,lush,0
chronic,continuing,0
extinct,out,0
astir,about,0
objective,lens,0
plundering,depredation,0
new,worn,0
plumed,plumate,0
fringed,fringe,0
live,resilient,0
absorbent,absorber,0
absolute,abstraction,0
adherent,tantrist,0
adorned,invest,0
dependant,drug-addicted,0
gummy,sticky,0
lush,alcoholic,0
effective,efficient,0
wrong,victimize,0
emerging,escape,0
wolfish,voracious,0
plain,whine,0
drug-addicted,hooked,0
dying,birth,0
progressive,progressive_tense,0
tinseled,tinselly,0
addressed,communicate,0
direct,retrograde,0
dull,bright,0
acid,zen,0
cut,make_out,0
resistant,immune,0
raised,lower,0
easy,sluttish,0
inaccessible,unobtainable,0
recognized,say_farewell,0
greedy,grasping,0
adhesive,adhesive_agent,0
faulty,defective,0
new,modern,0
decorated,dress_ship,0
riotous,profligate,0
infinite,myriad,0
inaccessible,untouchable,0
uncut,rough,0
emerging,surface,0
alkalic,acidic,0
receptive,centripetal,0
off,hit,0
accumulative,cumulative,0
cunning,artfulness,0
